ID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ
66,74.06436938,74.05942726,74.05448514,74.04954303,74.04460091,74.03965879,74.03471667,74.02977455,74.02483243,74.01989031,74.01494819,74.01000607,74.00506396,74.00012184,73.99517972,73.9902376,73.98529548,73.98035336,73.97541124,73.97046912,73.96552701,73.96058489,73.95564277,73.95070065,73.94575853,73.94081641,73.93587429,73.93093217,73.92599005,73.92104794,73.91610582,73.9111637,73.90622158,73.90127946,73.89633734,73.89139522,73.8864531,73.88151098,73.87656887,73.87162675,73.86668463,73.86174251,73.85680039,73.85185827,73.84691615,73.84197403,73.83703192,73.8320898,73.82714768,73.82220556,73.81726344,73.81232132,73.8073792,73.80243708,73.79749496,73.79255285,73.78761073,73.78266861,73.77772649,73.77278437,73.76784225,73.76290013,73.75795801,73.7530159,73.74807378,73.74313166,73.73818954,73.73324742,73.7283053
67,74.06490318,74.05996106,74.05501894,74.05007682,74.0451347,74.04019258,74.03525047,74.03030835,74.02536623,74.02042411,74.01548199,74.01053987,74.00559775,74.00065563,73.99571351,73.9907714,73.98582928,73.98088716,73.97594504,73.97100292,73.9660608,73.96111868,73.95617656,73.95123444,73.94629233,73.94135021,73.93640809,73.93146597,73.92652385,73.92158173,73.91663961,73.91169749,73.90675538,73.90181326,73.89687114,73.89192902,73.8869869,73.88204478,73.87710266,73.87216054,73.86721842,73.86227631,73.85733419,73.85239207,73.84744995,73.84250783,73.83756571,73.83262359,73.82768147,73.82273935,73.81779724,73.81285512,73.807913,73.80297088,73.79802876,73.79308664,73.78814452,73.7832024,73.77826029,73.77331817,73.76837605,73.76343393,73.75849181,73.75354969,73.74860757,73.74366545,73.73872333,73.73378122,73.7288391
68,74.06543697,74.06049486,74.05555274,74.05061062,74.0456685,74.04072638,74.03578426,74.03084214,74.02590002,74.0209579,74.01601579,74.01107367,74.00613155,74.00118943,73.99624731,73.99130519,73.98636307,73.98142095,73.97647884,73.97153672,73.9665946,73.96165248,73.95671036,73.95176824,73.94682612,73.941884,73.93694188,73.93199977,73.92705765,73.92211553,73.91717341,73.91223129,73.90728917,73.90234705,73.89740493,73.89246281,73.8875207,73.88257858,73.87763646,73.87269434,73.86775222,73.8628101,73.85786798,73.85292586,73.84798375,73.84304163,73.83809951,73.83315739,73.82821527,73.82327315,73.81833103,73.81338891,73.80844679,73.80350468,73.79856256,73.79362044,73.78867832,73.7837362,73.77879408,73.77385196,73.76890984,73.76396772,73.75902561,73.75408349,73.74914137,73.74419925,73.73925713,73.73431501,73.72937289
69,74.06597077,74.06102865,74.05608653,74.05114441,74.04620229,74.04126018,74.03631806,74.03137594,74.02643382,74.0214917,74.01654958,74.01160746,74.00666534,74.00172323,73.99678111,73.99183899,73.98689687,73.98195475,73.97701263,73.97207051,73.96712839,73.96218627,73.95724416,73.95230204,73.94735992,73.9424178,73.93747568,73.93253356,73.92759144,73.92264932,73.9177072,73.91276509,73.90782297,73.90288085,73.89793873,73.89299661,73.88805449,73.88311237,73.87817025,73.87322814,73.86828602,73.8633439,73.85840178,73.85345966,73.84851754,73.84357542,73.8386333,73.83369118,73.82874907,73.82380695,73.81886483,73.81392271,73.80898059,73.80403847,73.79909635,73.79415423,73.78921212,73.78427,73.77932788,73.77438576,73.76944364,73.76450152,73.7595594,73.75461728,73.74967516,73.74473305,73.73979093,73.73484881,73.72990669
70,74.06650457,74.06156245,74.05662033,74.05167821,74.04673609,74.04179397,74.03685185,74.03190973,74.02696762,74.0220255,74.01708338,74.01214126,74.00719914,74.00225702,73.9973149,73.99237278,73.98743066,73.98248855,73.97754643,73.97260431,73.96766219,73.96272007,73.95777795,73.95283583,73.94789371,73.9429516,73.93800948,73.93306736,73.92812524,73.92318312,73.918241,73.91329888,73.90835676,73.90341464,73.89847253,73.89353041,73.88858829,73.88364617,73.87870405,73.87376193,73.86881981,73.86387769,73.85893557,73.85399346,73.84905134,73.84410922,73.8391671,73.83422498,73.82928286,73.82434074,73.81939862,73.81445651,73.80951439,73.80457227,73.79963015,73.79468803,73.78974591,73.78480379,73.77986167,73.77491955,73.76997744,73.76503532,73.7600932,73.75515108,73.75020896,73.74526684,73.74032472,73.7353826,73.73044049
71,74.06703836,74.06209624,74.05715412,74.05221201,74.04726989,74.04232777,74.03738565,74.03244353,74.02750141,74.02255929,74.01761717,74.01267506,74.00773294,74.00279082,73.9978487,73.99290658,73.98796446,73.98302234,73.97808022,73.9731381,73.96819599,73.96325387,73.95831175,73.95336963,73.94842751,73.94348539,73.93854327,73.93360115,73.92865903,73.92371692,73.9187748,73.91383268,73.90889056,73.90394844,73.89900632,73.8940642,73.88912208,73.88417997,73.87923785,73.87429573,73.86935361,73.86441149,73.85946937,73.85452725,73.84958513,73.84464301,73.8397009,73.83475878,73.82981666,73.82487454,73.81993242,73.8149903,73.81004818,73.80510606,73.80016394,73.79522183,73.79027971,73.78533759,73.78039547,73.77545335,73.77051123,73.76556911,73.76062699,73.75568488,73.75074276,73.74580064,73.74085852,73.7359164,73.73097428
72,74.06757216,74.06263004,74.05768792,74.0527458,74.04780368,74.04286156,74.03791945,74.03297733,74.02803521,74.02309309,74.01815097,74.01320885,74.00826673,74.00332461,73.99838249,73.99344038,73.98849826,73.98355614,73.97861402,73.9736719,73.96872978,73.96378766,73.95884554,73.95390343,73.94896131,73.94401919,73.93907707,73.93413495,73.92919283,73.92425071,73.91930859,73.91436647,73.90942436,73.90448224,73.89954012,73.894598,73.88965588,73.88471376,73.87977164,73.87482952,73.8698874,73.86494529,73.86000317,73.85506105,73.85011893,73.84517681,73.84023469,73.83529257,73.83035045,73.82540834,73.82046622,73.8155241,73.81058198,73.80563986,73.80069774,73.79575562,73.7908135,73.78587138,73.78092927,73.77598715,73.77104503,73.76610291,73.76116079,73.75621867,73.75127655,73.74633443,73.74139231,73.7364502,73.73150808
73,74.06810595,74.06316384,74.05822172,74.0532796,74.04833748,74.04339536,74.03845324,74.03351112,74.028569,74.02362688,74.01868477,74.01374265,74.00880053,74.00385841,73.99891629,73.99397417,73.98903205,73.98408993,73.97914782,73.9742057,73.96926358,73.96432146,73.95937934,73.95443722,73.9494951,73.94455298,73.93961086,73.93466875,73.92972663,73.92478451,73.91984239,73.91490027,73.90995815,73.90501603,73.90007391,73.89513179,73.89018968,73.88524756,73.88030544,73.87536332,73.8704212,73.86547908,73.86053696,73.85559484,73.85065273,73.84571061,73.84076849,73.83582637,73.83088425,73.82594213,73.82100001,73.81605789,73.81111577,73.80617366,73.80123154,73.79628942,73.7913473,73.78640518,73.78146306,73.77652094,73.77157882,73.76663671,73.76169459,73.75675247,73.75181035,73.74686823,73.74192611,73.73698399,73.73204187
74,74.06863975,74.06369763,74.05875551,74.05381339,74.04887128,74.04392916,74.03898704,74.03404492,74.0291028,74.02416068,74.01921856,74.01427644,74.00933432,74.00439221,73.99945009,73.99450797,73.98956585,73.98462373,73.97968161,73.97473949,73.96979737,73.96485525,73.95991314,73.95497102,73.9500289,73.94508678,73.94014466,73.93520254,73.93026042,73.9253183,73.92037619,73.91543407,73.91049195,73.90554983,73.90060771,73.89566559,73.89072347,73.88578135,73.88083923,73.87589712,73.870955,73.86601288,73.86107076,73.85612864,73.85118652,73.8462444,73.84130228,73.83636016,73.83141805,73.82647593,73.82153381,73.81659169,73.81164957,73.80670745,73.80176533,73.79682321,73.7918811,73.78693898,73.78199686,73.77705474,73.77211262,73.7671705,73.76222838,73.75728626,73.75234414,73.74740203,73.74245991,73.73751779,73.73257567
75,74.06917355,74.06423143,74.05928931,74.05434719,74.04940507,74.04446295,74.03952083,74.03457871,74.0296366,74.02469448,74.01975236,74.01481024,74.00986812,74.004926,73.99998388,73.99504176,73.99009965,73.98515753,73.98021541,73.97527329,73.97033117,73.96538905,73.96044693,73.95550481,73.95056269,73.94562058,73.94067846,73.93573634,73.93079422,73.9258521,73.92090998,73.91596786,73.91102574,73.90608362,73.90114151,73.89619939,73.89125727,73.88631515,73.88137303,73.87643091,73.87148879,73.86654667,73.86160456,73.85666244,73.85172032,73.8467782,73.84183608,73.83689396,73.83195184,73.82700972,73.8220676,73.81712549,73.81218337,73.80724125,73.80229913,73.79735701,73.79241489,73.78747277,73.78253065,73.77758853,73.77264642,73.7677043,73.76276218,73.75782006,73.75287794,73.74793582,73.7429937,73.73805158,73.73310947
76,74.06970734,74.06476522,74.0598231,74.05488099,74.04993887,74.04499675,74.04005463,74.03511251,74.03017039,74.02522827,74.02028615,74.01534404,74.01040192,74.0054598,74.00051768,73.99557556,73.99063344,73.98569132,73.9807492,73.97580708,73.97086497,73.96592285,73.96098073,73.95603861,73.95109649,73.94615437,73.94121225,73.93627013,73.93132802,73.9263859,73.92144378,73.91650166,73.91155954,73.90661742,73.9016753,73.89673318,73.89179106,73.88684895,73.88190683,73.87696471,73.87202259,73.86708047,73.86213835,73.85719623,73.85225411,73.84731199,73.84236988,73.83742776,73.83248564,73.82754352,73.8226014,73.81765928,73.81271716,73.80777504,73.80283293,73.79789081,73.79294869,73.78800657,73.78306445,73.77812233,73.77318021,73.76823809,73.76329597,73.75835386,73.75341174,73.74846962,73.7435275,73.73858538,73.73364326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
